customer_id,total_purchase,frequency_purchase,client_category
CS4634,693,11,1
CS4635,1449,20,2
CS4636,1101,16,2
CS4637,1467,19,2
CS4638,1609,24,3
CS4639,1495,25,2
CS4640,2138,29,3
CS4641,1263,19,2
CS4642,1546,22,3
CS4643,1377,19,2
CS4644,942,14,2
CS4645,1293,19,2
CS4646,1772,26,3
CS4647,1955,27,3
CS4648,1157,16,2
CS4649,1286,19,2
CS4650,1599,22,3
CS4651,1258,18,2
CS4652,1561,22,3
CS4653,1103,17,2
CS4654,1832,27,3
CS4655,1245,17,2
CS4656,1285,18,2
CS4657,1257,17,2
CS4658,1626,23,3
CS4659,1422,21,2
CS4660,2527,33,3
CS4661,1769,26,3
CS4662,1788,24,3
CS4663,939,14,2
CS4664,1268,17,2
CS4665,1335,18,2
CS4666,1375,22,2
CS4667,894,13,2
CS4668,1698,23,3
CS4669,1432,21,2
CS4670,2214,30,3
CS4671,1368,21,2
CS4672,1153,16,2
CS4673,1393,20,2
CS4674,1468,18,2
CS4675,1521,21,2
CS4676,1526,21,2
CS4677,1276,19,2
CS4678,1581,24,3
CS4679,1607,21,2
CS4680,740,12,1
CS4681,1532,22,3
CS4682,1329,21,2
CS4683,1085,15,2
CS4684,1073,17,2
CS4685,1686,24,3
CS4686,1740,23,3
CS4687,1724,24,3
CS4688,1417,20,2
CS4689,852,13,2
CS4690,905,15,2
CS4691,1526,22,3
CS4692,1228,18,2
CS4693,1139,17,2
CS4694,953,13,2
CS4695,1237,17,2
CS4696,908,15,2
CS4697,1648,25,3
CS4698,1124,17,2
CS4699,1306,19,2
CS4700,1175,18,2
CS4701,1632,23,3
CS4702,1715,25,3
CS4703,1385,20,2
CS4704,1380,20,2
CS4705,985,13,2
CS4706,827,10,2
CS4707,1542,22,3
CS4708,1427,21,2
CS4709,1172,17,2
CS4710,1502,21,2
CS4711,1538,23,3
CS4712,1043,14,2
CS4713,1762,24,3
CS4714,1077,16,2
CS4715,1296,19,2
CS4716,970,13,2
CS4717,1613,22,3
CS4718,1354,19,2
CS4719,1273,16,2
CS4720,1187,20,2
CS4721,1606,24,3
CS4722,1250,18,2
CS4723,1707,24,3
CS4724,1044,17,2
CS4725,1348,20,2
CS4726,932,14,2
CS4727,1500,22,2
CS4728,1092,14,2
CS4729,1077,16,2
CS4730,1628,21,2
CS4731,1067,17,2
CS4732,1197,16,2
CS4733,1682,23,3
CS4734,1223,19,2
CS4735,1311,18,2
CS4736,986,14,2
CS4737,1668,24,3
CS4738,1258,18,2
CS4739,1818,25,3
CS4740,1141,18,2
CS4741,1629,22,3
CS4742,975,15,2
CS4743,1099,16,2
CS4744,1349,19,2
CS4745,1380,22,2
CS4746,2337,31,3
CS4747,718,11,1
CS4748,1525,20,2
CS4749,1959,27,3
CS4750,1266,18,2
CS4751,1232,15,2
CS4752,1162,19,2
CS4753,1209,19,2
CS4754,1423,20,2
CS4755,1598,20,2
CS4756,1196,17,2
CS4757,1188,17,2
CS4758,1388,22,2
CS4759,1138,16,2
CS4760,1707,22,3
CS4761,1365,20,2
CS4762,1313,20,2
CS4763,1382,21,2
CS4764,1396,18,2
CS4765,1299,20,2
CS4766,1605,22,3
CS4767,1046,14,2
CS4768,1721,26,3
CS4769,1271,19,2
CS4770,1134,18,2
CS4771,874,14,2
CS4772,1146,19,2
CS4773,2074,27,3
CS4774,1208,18,2
CS4775,1294,20,2
CS4776,1613,22,3
CS4777,1767,25,3
CS4778,1269,18,2
CS4779,1595,23,3
CS4780,1107,17,2
CS4781,1046,15,2
CS4782,1276,17,2
CS4783,1308,19,2
CS4784,1578,23,3
CS4785,1219,16,2
CS4786,1248,17,2
CS4787,1351,20,2
CS4788,1470,19,2
CS4789,1551,22,3
CS4790,1453,19,2
CS4791,1177,16,2
CS4792,1368,20,2
CS4793,1862,27,3
CS4794,1685,23,3
CS4795,1831,25,3
CS4796,1347,18,2
CS4797,1577,21,2
CS4798,2151,27,3
CS4799,1240,18,2
CS4800,1520,23,3
CS4801,1254,18,2
CS4802,1451,20,2
CS4803,1305,18,2
CS4804,1643,25,3
CS4805,1354,17,2
CS4806,1108,18,2
CS4807,1249,20,2
CS4808,1570,24,3
CS4809,1294,19,2
CS4810,1448,21,2
CS4811,1399,20,2
CS4812,1063,15,2
CS4813,1437,20,2
CS4814,1435,19,2
CS4815,1804,25,3
CS4816,1311,18,2
CS4817,1389,21,2
CS4818,942,13,2
CS4819,1457,20,2
CS4820,1408,20,2
CS4821,1161,16,2
CS4822,1118,17,2
CS4823,1555,22,3
CS4824,1353,19,2
CS4825,1407,19,2
CS4826,1497,21,2
CS4827,1242,19,2
CS4828,1339,18,2
CS4829,1870,27,3
CS4830,1253,18,2
CS4831,1010,15,2
CS4832,1482,23,2
CS4833,1262,19,2
CS4834,1091,14,2
CS4835,955,15,2
CS4836,1761,23,3
CS4837,1437,20,2
CS4838,1143,17,2
CS4839,1775,24,3
CS4840,999,14,2
CS4841,1960,26,3
CS4842,1319,20,2
CS4843,896,15,2
CS4844,1669,26,3
CS4845,1532,23,3
CS4846,1855,27,3
CS4847,1340,21,2
CS4848,1287,18,2
CS4849,1850,25,3
CS4850,1237,17,2
CS4851,1162,18,2
CS4852,1559,23,3
CS4853,1294,19,2
CS4854,1167,18,2
CS4855,1660,24,3
CS4856,1172,16,2
CS4857,1381,19,2
CS4858,2247,28,3
CS4859,1332,18,2
CS4860,1629,23,3
CS4861,1132,15,2
CS4862,1853,26,3
CS4863,1484,21,2
CS4864,1307,18,2
CS4865,1941,26,3
CS4866,1487,19,2
CS4867,2106,30,3
CS4868,1899,27,3
CS4869,1234,18,2
CS4870,1242,19,2
CS4871,2006,26,3
CS4872,1475,22,2
CS4873,1130,14,2
CS4874,1532,21,2
CS4875,1605,20,2
CS4876,1492,23,2
CS4877,1176,16,2
CS4878,1380,22,2
CS4879,1195,18,2
CS4880,1423,20,2
CS4881,1109,17,2
CS4882,1136,16,2
CS4883,1012,15,2
CS4884,1152,19,2
CS4885,1520,21,2
CS4886,1411,20,2
CS4887,1516,23,2
CS4888,1618,21,2
CS4889,1436,23,2
CS4890,1257,17,2
CS4891,1439,19,2
CS4892,1404,22,2
CS4893,1286,20,2
CS4894,824,12,2
CS4895,1197,19,2
CS4896,1423,20,2
CS4897,1999,30,3
CS4898,866,13,2
CS4899,1372,19,2
CS4900,1068,17,2
CS4901,1491,23,2
CS4902,1383,18,2
CS4903,1584,26,3
CS4904,1456,24,2
CS4905,1575,23,3
CS4906,1644,22,3
CS4907,1344,19,2
CS4908,1842,24,3
CS4909,1290,17,2
CS4910,1252,18,2
CS4911,1069,15,2
CS4912,1545,19,2
CS4913,1047,16,2
CS4914,1471,21,2
CS4915,1541,23,3
CS4916,1484,21,2
CS4917,1392,20,2
CS4918,1561,22,3
CS4919,863,13,2
CS4920,1173,17,2
CS4921,908,12,2
CS4922,1117,16,2
CS4923,1064,18,2
CS4924,1527,23,3
CS4925,1316,21,2
CS4926,1167,16,2
CS4927,1401,20,2
CS4928,1318,18,2
CS4929,1624,25,3
CS4930,1440,20,2
CS4931,2246,29,3
CS4932,1840,26,3
CS4933,1040,16,2
CS4934,1865,24,3
CS4935,1575,21,2
CS4936,1669,25,3
CS4937,1152,16,2
CS4938,1057,15,2
CS4939,2088,29,3
CS4940,1109,15,2
CS4941,1434,22,2
CS4942,1484,19,2
CS4943,1338,19,2
CS4944,2062,27,3
CS4945,1603,23,3
CS4946,1548,21,2
CS4947,834,11,2
CS4948,1287,18,2
CS4949,1365,21,2
CS4950,863,12,2
CS4951,1488,20,2
CS4952,1888,25,3
CS4953,1381,21,2
CS4954,1364,20,2
CS4955,1799,25,3
CS4956,1395,18,2
CS4957,1634,23,3
CS4958,812,14,2
CS4959,1768,23,3
CS4960,1216,18,2
CS4961,1365,21,2
CS4962,1774,25,3
CS4963,1243,19,2
CS4964,1237,20,2
CS4965,1790,27,3
CS4966,1504,23,2
CS4967,1818,25,3
CS4968,1278,18,2
CS4969,1295,18,2
CS4970,1712,23,3
CS4971,1367,19,2
CS4972,1433,21,2
CS4973,1626,23,3
CS4974,1273,19,2
CS4975,777,11,1
CS4976,1424,19,2
CS4977,1566,22,3
CS4978,675,10,1
CS4979,1104,17,2
CS4980,1564,22,3
CS4981,1703,25,3
CS4982,754,12,1
CS4983,1406,18,2
CS4984,1060,18,2
CS4985,1468,21,2
CS4986,1013,16,2
CS4987,1098,16,2
CS4988,1433,20,2
CS4989,918,15,2
CS4990,1406,20,2
CS4991,1143,15,2
CS4992,1350,20,2
CS4993,1765,26,3
CS4994,1216,18,2
CS4995,1331,20,2
CS4996,1635,25,3
CS4997,1074,15,2
CS4998,2358,34,3
CS4999,788,11,2
CS5000,1408,19,2
CS5001,1593,22,3
CS5002,815,11,2
CS5003,1207,16,2
CS5004,1302,18,2
CS5005,1146,17,2
CS5006,1651,24,3
CS5007,1518,24,2
CS5008,1159,16,2
CS5009,1067,16,2
CS5010,1698,24,3
CS5011,1480,20,2
CS5012,1602,24,3
CS5013,1298,18,2
CS5014,1342,21,2
CS5015,1423,22,2
CS5016,1701,25,3
CS5017,1255,18,2
CS5018,1628,25,3
CS5019,1338,20,2
CS5020,572,9,1
CS5021,1341,20,2
CS5022,1209,15,2
CS5023,1713,22,3
CS5024,1214,18,2
CS5025,1973,28,3
CS5026,2098,30,3
CS5027,1586,22,3
CS5028,2098,29,3
CS5029,1162,16,2
CS5030,1028,16,2
CS5031,1585,24,3
CS5032,1763,23,3
CS5033,1687,22,3
CS5034,1130,17,2
CS5035,1037,14,2
CS5036,1292,20,2
CS5037,1149,15,2
CS5038,1470,22,2
CS5039,1673,25,3
CS5040,1731,24,3
CS5041,1763,25,3
CS5042,1646,21,2
CS5043,1109,17,2
CS5044,1477,21,2
CS5045,1019,12,2
CS5046,1712,24,3
CS5047,1381,19,2
CS5048,1464,22,2
CS5049,1979,28,3
CS5050,1515,19,2
CS5051,1232,19,2
CS5052,1486,24,2
CS5053,1501,18,2
CS5054,1279,16,2
CS5055,1644,23,3
CS5056,1337,17,2
CS5057,2008,26,3
CS5058,1146,18,2
CS5059,1486,20,2
CS5060,1082,15,2
CS5061,1412,22,2
CS5062,1443,20,2
CS5063,1901,27,3
CS5064,1200,15,2
CS5065,1463,24,2
CS5066,1696,26,3
CS5067,1857,27,3
CS5068,1500,22,2
CS5069,1666,23,3
CS5070,1477,21,2
CS5071,1180,16,2
CS5072,1085,16,2
CS5073,1362,18,2
CS5074,1010,15,2
CS5075,1180,18,2
CS5076,1371,21,2
CS5077,1444,21,2
CS5078,1351,19,2
CS5079,1469,23,2
CS5080,1209,18,2
CS5081,1645,22,3
CS5082,2072,29,3
CS5083,1974,26,3
CS5084,1465,20,2
CS5085,1313,18,2
CS5086,1287,21,2
CS5087,874,15,2
CS5088,1556,22,3
CS5089,874,12,2
CS5090,1552,21,2
CS5091,976,13,2
CS5092,1200,18,2
CS5093,1838,27,3
CS5094,1289,18,2
CS5095,1423,20,2
CS5096,1348,18,2
CS5097,1757,26,3
CS5098,1147,17,2
CS5099,1151,16,2
CS5100,1595,23,3
CS5101,1033,17,2
CS5102,982,15,2
CS5103,1011,16,2
CS5104,1102,16,2
CS5105,1248,17,2
CS5106,1492,20,2
CS5107,1994,28,3
CS5108,968,14,2
CS5109,2506,35,3
CS5110,807,11,2
CS5111,1948,28,3
CS5112,1003,14,2
CS5113,1314,19,2
CS5114,1610,20,2
CS5115,1298,22,2
CS5116,1408,20,2
CS5117,1332,19,2
CS5118,1764,26,3
CS5119,1319,17,2
CS5120,1196,16,2
CS5121,1175,16,2
CS5122,1513,23,2
CS5123,1047,15,2
CS5124,1973,28,3
CS5125,1319,20,2
CS5126,1654,25,3
CS5127,1208,15,2
CS5128,1856,27,3
CS5129,1567,24,3
CS5130,1666,25,3
CS5131,2083,29,3
CS5132,1568,22,3
CS5133,1428,18,2
CS5134,942,16,2
CS5135,1525,23,3
CS5136,1643,22,3
CS5137,1529,21,2
CS5138,1352,19,2
CS5139,1493,22,2
CS5140,1647,23,3
CS5141,1990,29,3
CS5142,1323,19,2
CS5143,1642,23,3
CS5144,924,14,2
CS5145,1370,20,2
CS5146,1246,17,2
CS5147,1197,18,2
CS5148,1726,26,3
CS5149,887,13,2
CS5150,822,11,2
CS5151,1151,18,2
CS5152,839,12,2
CS5153,1506,21,2
CS5154,2008,31,3
CS5155,1838,26,3
CS5156,1185,16,2
CS5157,1473,22,2
CS5158,1249,19,2
CS5159,2123,28,3
CS5160,1526,21,2
CS5161,1371,18,2
CS5162,1314,18,2
CS5163,2037,28,3
CS5164,1157,18,2
CS5165,1705,25,3
CS5166,1951,27,3
CS5167,1082,16,2
CS5168,1458,20,2
CS5169,1241,18,2
CS5170,1329,20,2
CS5171,1286,18,2
CS5172,1362,21,2
CS5173,684,11,1
CS5174,1616,25,3
CS5175,1680,25,3
CS5176,1905,28,3
CS5177,1036,14,2
CS5178,1387,21,2
CS5179,1033,14,2
CS5180,825,11,2
CS5181,1142,16,2
CS5182,1517,23,2
CS5183,1173,17,2
CS5184,1879,28,3
CS5185,1861,27,3
CS5186,777,12,1
CS5187,2023,28,3
CS5188,1024,16,2
CS5189,1944,28,3
CS5190,1420,21,2
CS5191,1889,27,3
CS5192,1474,21,2
CS5193,1586,24,3
CS5194,1062,16,2
CS5195,1302,19,2
CS5196,1356,22,2
CS5197,1165,16,2
CS5198,1801,26,3
CS5199,1103,14,2
CS5200,1473,21,2
CS5201,1343,20,2
CS5202,1954,27,3
CS5203,1850,27,3
CS5204,1536,21,2
CS5205,1185,17,2
CS5206,1001,14,2
CS5207,1193,16,2
CS5208,1364,20,2
CS5209,1211,20,2
CS5210,1329,17,2
CS5211,1273,18,2
CS5212,1669,25,3
CS5213,1846,26,3
CS5214,1181,17,2
CS5215,1023,14,2
CS5216,671,11,1
CS5217,1440,20,2
CS5218,1229,16,2
CS5219,1420,19,2
CS5220,1473,20,2
CS5221,1387,22,2
CS5222,1397,22,2
CS5223,2060,27,3
CS5224,1489,19,2
CS5225,1334,22,2
CS5226,2011,28,3
CS5227,1100,16,2
CS5228,1179,18,2
CS5229,669,11,1
CS5230,1457,23,2
CS5231,1432,22,2
CS5232,1382,21,2
CS5233,795,11,2
CS5234,1082,15,2
CS5235,1128,17,2
CS5236,1212,17,2
CS5237,1582,23,3
CS5238,2015,28,3
CS5239,1256,18,2
CS5240,1563,21,2
CS5241,1217,19,2
CS5242,1534,22,3
CS5243,1108,17,2
CS5244,2114,30,3
CS5245,1465,20,2
CS5246,1403,21,2
CS5247,1797,26,3
CS5248,1217,20,2
CS5249,1451,20,2
CS5250,1331,18,2
CS5251,1706,25,3
CS5252,1178,17,2
CS5253,1163,17,2
CS5254,1432,24,2
CS5255,1298,18,2
CS5256,1431,20,2
CS5257,1667,24,3
CS5258,596,10,1
CS5259,1576,22,3
CS5260,1790,25,3
CS5261,1198,18,2
CS5262,1020,15,2
CS5263,1471,21,2
CS5264,1011,15,2
CS5265,1267,18,2
CS5266,1579,22,3
CS5267,1536,23,3
CS5268,1647,23,3
CS5269,833,13,2
CS5270,1600,22,3
CS5271,1557,22,3
CS5272,1487,19,2
CS5273,1435,24,2
CS5274,1146,18,2
CS5275,1345,20,2
CS5276,1724,26,3
CS5277,1427,19,2
CS5278,1819,28,3
CS5279,987,13,2
CS5280,1312,19,2
CS5281,1537,23,3
CS5282,1424,23,2
CS5283,1647,23,3
CS5284,843,14,2
CS5285,1218,19,2
CS5286,579,8,1
CS5287,2307,32,3
CS5288,972,14,2
CS5289,2013,31,3
CS5290,1462,23,2
CS5291,1652,24,3
CS5292,1841,27,3
CS5293,1431,20,2
CS5294,983,14,2
CS5295,1637,25,3
CS5296,1475,21,2
CS5297,1068,16,2
CS5298,1012,15,2
CS5299,1636,22,3
CS5300,1227,16,2
CS5301,1428,23,2
CS5302,2016,27,3
CS5303,1298,19,2
CS5304,1558,23,3
CS5305,1291,21,2
CS5306,1788,22,3
CS5307,958,13,2
CS5308,1864,27,3
CS5309,1161,20,2
CS5310,918,14,2
CS5311,1299,19,2
CS5312,1225,17,2
CS5313,1193,17,2
CS5314,1010,14,2
CS5315,1362,20,2
CS5316,1420,18,2
CS5317,1123,15,2
CS5318,1114,17,2
CS5319,1404,21,2
CS5320,1154,16,2
CS5321,804,12,2
CS5322,1168,16,2
CS5323,2280,32,3
CS5324,602,10,1
CS5325,1726,25,3
CS5326,1751,25,3
CS5327,938,12,2
CS5328,1094,15,2
CS5329,1766,26,3
CS5330,1159,17,2
CS5331,1526,20,2
CS5332,1813,27,3
CS5333,1222,16,2
CS5334,1486,21,2
CS5335,1622,23,3
CS5336,1135,17,2
CS5337,889,11,2
CS5338,1514,22,2
CS5339,1283,17,2
CS5340,1873,26,3
CS5341,1318,19,2
CS5342,1576,25,3
CS5343,1973,26,3
CS5344,1303,18,2
CS5345,1567,20,2
CS5346,1801,25,3
CS5347,1652,25,3
CS5348,1457,19,2
CS5349,1314,17,2
CS5350,1478,21,2
CS5351,1330,22,2
CS5352,1345,21,2
CS5353,1229,21,2
CS5354,1259,18,2
CS5355,1067,14,2
CS5356,1447,20,2
CS5357,1090,17,2
CS5358,788,12,2
CS5359,1009,13,2
CS5360,1083,15,2
CS5361,1522,22,3
CS5362,976,13,2
CS5363,1015,15,2
CS5364,1814,27,3
CS5365,1471,21,2
CS5366,1429,20,2
CS5367,1661,21,2
CS5368,809,12,2
CS5369,1256,17,2
CS5370,1258,20,2
CS5371,1257,19,2
CS5372,1721,24,3
CS5373,1599,24,3
CS5374,1385,21,2
CS5375,1956,29,3
CS5376,1584,25,3
CS5377,934,13,2
CS5378,554,9,1
CS5379,879,13,2
CS5380,1212,17,2
CS5381,855,12,2
CS5382,1890,29,3
CS5383,1620,23,3
CS5384,1362,20,2
CS5385,740,13,1
CS5386,1611,24,3
CS5387,1416,20,2
CS5388,1156,14,2
CS5389,1232,18,2
CS5390,1824,25,3
CS5391,1356,19,2
CS5392,1473,19,2
CS5393,1337,18,2
CS5394,2092,29,3
CS5395,1382,20,2
CS5396,1309,18,2
CS5397,2065,29,3
CS5398,1280,18,2
CS5399,1737,23,3
CS5400,1187,18,2
CS5401,1479,20,2
CS5402,1546,21,2
CS5403,1774,24,3
CS5404,1476,20,2
CS5405,1577,22,3
CS5406,1498,22,2
CS5407,1226,17,2
CS5408,1938,27,3
CS5409,1371,19,2
CS5410,1034,13,2
CS5411,1724,24,3
CS5412,1301,19,2
CS5413,1598,23,3
CS5414,1589,21,2
CS5415,1250,18,2
CS5416,1424,21,2
CS5417,1859,23,3
CS5418,1087,16,2
CS5419,1643,24,3
CS5420,1156,18,2
CS5421,967,15,2
CS5422,1219,17,2
CS5423,796,12,2
CS5424,1278,19,2
CS5425,1395,21,2
CS5426,1392,20,2
CS5427,1333,19,2
CS5428,1847,26,3
CS5429,1374,19,2
CS5430,1225,17,2
CS5431,994,16,2
CS5432,1312,20,2
CS5433,1293,19,2
CS5434,1147,16,2
CS5435,1351,19,2
CS5436,1355,18,2
CS5437,1167,18,2
CS5438,1580,21,2
CS5439,1643,24,3
CS5440,1021,16,2
CS5441,1381,20,2
CS5442,1732,24,3
CS5443,1995,27,3
CS5444,1455,23,2
CS5445,1203,18,2
CS5446,1924,28,3
CS5447,959,14,2
CS5448,1987,28,3
CS5449,1620,22,3
CS5450,2044,28,3
CS5451,1115,16,2
CS5452,1397,19,2
CS5453,1304,19,2
CS5454,1824,25,3
CS5455,1349,20,2
CS5456,1267,18,2
CS5457,674,11,1
CS5458,2075,26,3
CS5459,1246,16,2
CS5460,1287,20,2
CS5461,1553,22,3
CS5462,1350,19,2
CS5463,1658,24,3
CS5464,1731,23,3
CS5465,1199,17,2
CS5466,1711,24,3
CS5467,1552,24,3
CS5468,1684,23,3
CS5469,1306,19,2
CS5470,1425,20,2
CS5471,908,14,2
CS5472,1551,21,2
CS5473,1173,16,2
CS5474,1105,18,2
CS5475,1510,22,2
CS5476,1912,28,3
CS5477,1549,21,2
CS5478,1508,22,2
CS5479,1486,22,2
CS5480,1681,24,3
CS5481,1667,23,3
CS5482,1758,23,3
CS5483,1491,21,2
CS5484,1071,18,2
CS5485,1189,19,2
CS5486,1406,20,2
CS5487,1511,22,2
CS5488,1627,24,3
CS5489,1769,26,3
CS5490,1564,25,3
CS5491,1669,24,3
CS5492,1983,26,3
CS5493,1611,24,3
CS5494,1216,18,2
CS5495,1623,22,3
CS5496,1346,19,2
CS5497,1122,16,2
CS5498,2129,29,3
CS5499,1049,14,2
CS5500,1749,25,3
CS5501,1788,26,3
CS5502,1832,26,3
CS5503,1176,17,2
CS5504,1154,15,2
CS5505,1127,20,2
CS5506,992,13,2
CS5507,1758,25,3
CS5508,1495,22,2
CS5509,1156,16,2
CS5510,1415,19,2
CS5511,1307,19,2
CS5512,975,13,2
CS5513,1664,25,3
CS5514,1668,25,3
CS5515,1084,17,2
CS5516,1193,16,2
CS5517,1160,16,2
CS5518,2089,31,3
CS5519,1755,26,3
CS5520,1177,17,2
CS5521,1169,16,2
CS5522,2131,29,3
CS5523,1642,23,3
CS5524,1414,18,2
CS5525,1628,22,3
CS5526,1161,17,2
CS5527,1805,24,3
CS5528,2312,31,3
CS5529,1284,17,2
CS5530,1148,16,2
CS5531,1598,23,3
CS5532,1618,23,3
CS5533,1043,17,2
CS5534,1148,16,2
CS5535,1540,21,2
CS5536,1400,20,2
CS5537,1491,19,2
CS5538,1106,17,2
CS5539,1354,18,2
CS5540,1102,16,2
CS5541,1341,19,2
CS5542,1244,17,2
CS5543,1580,22,3
CS5544,1327,18,2
CS5545,1413,18,2
CS5546,1162,15,2
CS5547,1599,23,3
CS5548,947,13,2
CS5549,1349,18,2
CS5550,1677,23,3
CS5551,1080,17,2
CS5552,1008,15,2
CS5553,1376,17,2
CS5554,1068,14,2
CS5555,2439,31,3
CS5556,1302,20,2
CS5557,1771,23,3
CS5558,698,12,1
CS5559,981,14,2
CS5560,1517,20,2
CS5561,1114,19,2
CS5562,1300,17,2
CS5563,983,14,2
CS5564,1918,28,3
CS5565,1556,23,3
CS5566,1741,26,3
CS5567,1406,21,2
CS5568,1309,21,2
CS5569,997,15,2
CS5570,1699,26,3
CS5571,1267,18,2
CS5572,954,14,2
CS5573,1707,24,3
CS5574,1388,20,2
CS5575,707,12,1
CS5576,1720,25,3
CS5577,1459,20,2
CS5578,1720,22,3
CS5579,1218,18,2
CS5580,1703,24,3
CS5581,1070,17,2
CS5582,1087,16,2
CS5583,2017,29,3
CS5584,1125,15,2
CS5585,673,11,1
CS5586,1687,24,3
CS5587,1495,22,2
CS5588,1737,24,3
CS5589,1850,26,3
CS5590,1290,20,2
CS5591,1476,20,2
CS5592,1479,21,2
CS5593,1373,20,2
CS5594,1671,25,3
CS5595,1463,21,2
CS5596,911,12,2
CS5597,1066,16,2
CS5598,1592,21,2
CS5599,1288,19,2
CS5600,1127,17,2
CS5601,1190,17,2
CS5602,1697,25,3
CS5603,1692,22,3
CS5604,1036,14,2
CS5605,1319,18,2
CS5606,1620,21,2
CS5607,1343,20,2
CS5608,1084,16,2
CS5609,1430,20,2
CS5610,1386,19,2
CS5611,1441,20,2
CS5612,1099,16,2
CS5613,1313,19,2
CS5614,1400,20,2
CS5615,1069,14,2
CS5616,1306,21,2
CS5617,1401,20,2
CS5618,1346,22,2
CS5619,1065,16,2
CS5620,1782,25,3
CS5621,1338,21,2
CS5622,1032,16,2
CS5623,1262,18,2
CS5624,1178,15,2
CS5625,1274,20,2
CS5626,1049,14,2
CS5627,1601,21,2
CS5628,1093,16,2
CS5629,1846,26,3
CS5630,1671,25,3
CS5631,896,15,2
CS5632,1560,22,3
CS5633,1781,23,3
CS5634,1103,16,2
CS5635,1553,23,3
CS5636,1373,21,2
CS5637,1589,20,2
CS5638,1484,21,2
CS5639,1695,23,3
CS5640,1019,16,2
CS5641,712,11,1
CS5642,1802,26,3
CS5643,1581,22,3
CS5644,1449,21,2
CS5645,1294,18,2
CS5646,1272,20,2
CS5647,1246,17,2
CS5648,1410,19,2
CS5649,1449,21,2
CS5650,1169,20,2
CS5651,984,14,2
CS5652,1489,20,2
CS5653,1370,18,2
CS5654,1616,25,3
CS5655,1583,21,2
CS5656,1820,23,3
CS5657,751,12,1
CS5658,1400,19,2
CS5659,1736,24,3
CS5660,1012,16,2
CS5661,1518,23,2
CS5662,1608,22,3
CS5663,1692,23,3
CS5664,1357,21,2
CS5665,1583,23,3
CS5666,673,10,1
CS5667,1333,20,2
CS5668,1802,27,3
CS5669,1493,20,2
CS5670,1811,22,3
CS5671,1090,17,2
CS5672,1367,21,2
CS5673,1220,18,2
CS5674,1847,27,3
CS5675,1724,24,3
CS5676,1311,21,2
CS5677,1746,21,2
CS5678,1965,30,3
CS5679,1375,18,2
CS5680,1118,17,2
CS5681,1182,19,2
CS5682,1403,20,2
CS5683,821,14,2
CS5684,1923,27,3
CS5685,2086,28,3
CS5686,1070,13,2
CS5687,1516,21,2
CS5688,868,12,2
CS5689,1536,20,2
CS5690,1320,19,2
CS5691,1344,18,2
CS5692,1113,16,2
CS5693,1369,18,2
CS5694,1245,18,2
CS5695,1611,24,3
CS5696,1178,17,2
CS5697,1988,27,3
CS5698,1527,21,2
CS5699,1240,17,2
CS5700,1911,28,3
CS5701,1717,25,3
CS5702,1420,20,2
CS5703,1467,21,2
CS5704,836,12,2
CS5705,1012,13,2
CS5706,1260,17,2
CS5707,1452,20,2
CS5708,1691,22,3
CS5709,1428,19,2
CS5710,964,14,2
CS5711,1506,22,2
CS5712,1639,23,3
CS5713,1444,20,2
CS5714,1191,21,2
CS5715,1147,17,2
CS5716,933,13,2
CS5717,2068,30,3
CS5718,1184,16,2
CS5719,1554,24,3
CS5720,1593,21,2
CS5721,706,11,1
CS5722,1445,20,2
CS5723,1128,17,2
CS5724,1921,26,3
CS5725,1071,17,2
CS5726,1126,16,2
CS5727,1666,22,3
CS5728,1052,16,2
CS5729,1495,20,2
CS5730,1519,22,2
CS5731,1117,16,2
CS5732,1694,24,3
CS5733,1567,20,2
CS5734,1072,16,2
CS5735,990,15,2
CS5736,876,14,2
CS5737,1384,20,2
CS5738,1368,22,2
CS5739,1755,25,3
CS5740,1624,23,3
CS5741,1787,24,3
CS5742,1970,27,3
CS5743,1460,20,2
CS5744,1922,27,3
CS5745,1275,18,2
CS5746,1200,17,2
CS5747,1188,20,2
CS5748,1415,21,2
CS5749,1752,22,3
CS5750,1304,19,2
CS5751,1297,17,2
CS5752,2612,33,3
CS5753,1029,14,2
CS5754,1663,24,3
CS5755,1473,21,2
CS5756,2074,29,3
CS5757,1215,17,2
CS5758,1318,19,2
CS5759,1396,19,2
CS5760,1943,29,3
CS5761,2195,28,3
CS5762,1590,23,3
CS5763,1461,21,2
CS5764,947,14,2
CS5765,1228,18,2
CS5766,1411,21,2
CS5767,1185,17,2
CS5768,1252,17,2
CS5769,1270,18,2
CS5770,1349,18,2
CS5771,741,11,1
CS5772,1891,26,3
CS5773,1262,20,2
CS5774,1663,26,3
CS5775,1242,19,2
CS5776,1486,19,2
CS5777,1724,22,3
CS5778,1205,17,2
CS5779,1701,22,3
CS5780,1628,23,3
CS5781,1651,23,3
CS5782,1402,21,2
CS5783,1554,23,3
CS5784,1310,18,2
CS5785,1256,17,2
CS5786,1258,19,2
CS5787,1902,26,3
CS5788,1437,21,2
CS5789,1067,16,2
CS5790,1447,19,2
CS5791,1319,17,2
CS5792,1898,28,3
CS5793,1249,16,2
CS5794,1883,25,3
CS5795,1164,16,2
CS5796,1189,16,2
CS5797,1823,26,3
CS5798,1415,23,2
CS5799,1528,21,2
CS5800,1713,23,3
CS5801,1414,21,2
CS5802,1633,24,3
CS5803,1424,21,2
CS5804,1261,18,2
CS5805,1515,23,2
CS5806,1172,17,2
